COMM,Source,Destination,TotValue
wht,kgz,tto,3.22E-07
gro,kgz,tto,2.47E-06
osd,kgz,tto,2.43E-09
pdr,tjk,tto,2.03E-09
wht,tjk,tto,5.69E-07
gro,tjk,tto,2.60E-07
osd,tjk,tto,3.36E-07
pdr,uzb,tto,4.40E-07
wht,uzb,tto,2.04E-05
gro,uzb,tto,4.05E-05
osd,uzb,tto,9.38E-05
pdr,xsu,tto,8.36E-08
wht,xsu,tto,3.92E-05
gro,xsu,tto,1.61E-05
osd,xsu,tto,2.00E-07
pdr,arm,tto,1.57E-10
wht,arm,tto,2.14E-08
gro,arm,tto,1.23E-07
osd,arm,tto,7.48E-09
pdr,aze,tto,1.52E-07
wht,aze,tto,7.04E-06
gro,aze,tto,3.76E-06
osd,aze,tto,2.70E-07
pdr,geo,tto,1.70E-09
wht,geo,tto,6.94E-07
gro,geo,tto,5.43E-06
osd,geo,tto,3.30E-09
pdr,bhr,tto,4.43E-07
wht,bhr,tto,3.01E-07
gro,bhr,tto,1.09E-06
osd,bhr,tto,6.67E-09
pdr,irn,tto,0.000154469
wht,irn,tto,0.001146253
gro,irn,tto,0.000341452
osd,irn,tto,4.15E-05
pdr,irq,tto,1.22E-17
wht,irq,tto,8.49E-19
gro,irq,tto,3.09E-18
osd,irq,tto,9.10E-20
pdr,isr,tto,5.64E-09
wht,isr,tto,3.32E-07
gro,isr,tto,4.87E-07
osd,isr,tto,6.22E-08
pdr,jor,tto,1.45E-10
wht,jor,tto,1.62E-08
gro,jor,tto,1.52E-07
osd,jor,tto,1.88E-08
pdr,kwt,tto,9.85E-18
wht,kwt,tto,5.24E-16
gro,kwt,tto,3.76E-16
osd,kwt,tto,1.36E-17
pdr,lbn,tto,1.45E-11
wht,lbn,tto,2.04E-09
gro,lbn,tto,6.17E-10
osd,lbn,tto,2.11E-09
pdr,omn,tto,1.34E-09
wht,omn,tto,1.17E-08
gro,omn,tto,7.92E-08
osd,omn,tto,1.62E-10
pdr,pse,tto,2.10E-10
wht,pse,tto,9.23E-08
gro,pse,tto,2.01E-08
osd,pse,tto,5.66E-07
pdr,qat,tto,3.55E-06
wht,qat,tto,2.28E-06
gro,qat,tto,4.85E-06
osd,qat,tto,4.43E-08
pdr,sau,tto,2.72E-10
wht,sau,tto,4.17E-07
gro,sau,tto,1.76E-07
osd,sau,tto,1.11E-09
pdr,syr,tto,4.25E-19
wht,syr,tto,1.29E-15
gro,syr,tto,9.50E-17
osd,syr,tto,2.33E-16
pdr,tur,tto,1.54E-08
wht,tur,tto,5.72E-06
gro,tur,tto,1.59E-06
osd,tur,tto,2.93E-06
pdr,are,tto,4.76E-08
wht,are,tto,3.76E-06
gro,are,tto,1.89E-06
osd,are,tto,5.87E-08
pdr,xws,tto,1.68E-19
wht,xws,tto,5.13E-16
gro,xws,tto,3.77E-17
osd,xws,tto,9.23E-17
pdr,dza,tto,2.51E-14
wht,dza,tto,5.43E-11
gro,dza,tto,2.35E-11
osd,dza,tto,3.11E-13
pdr,egy,tto,2.39E-06
wht,egy,tto,1.44E-05
gro,egy,tto,3.62E-06
osd,egy,tto,2.39E-06
pdr,mar,tto,7.33E-09
wht,mar,tto,1.35E-06
gro,mar,tto,4.77E-07
osd,mar,tto,3.27E-07
pdr,tun,tto,8.02E-12
wht,tun,tto,8.78E-10
gro,tun,tto,3.07E-09
osd,tun,tto,3.39E-11
pdr,xnf,tto,1.33E-09
wht,xnf,tto,6.00E-07
gro,xnf,tto,2.59E-07
osd,xnf,tto,4.46E-09
pdr,ben,tto,1.75E-09
wht,ben,tto,2.93E-09
gro,ben,tto,9.30E-07
osd,ben,tto,1.27E-07
pdr,bfa,tto,1.31E-07
wht,bfa,tto,1.75E-09
gro,bfa,tto,1.30E-06
osd,bfa,tto,2.89E-09
pdr,cmr,tto,2.02E-08
wht,cmr,tto,1.03E-08
gro,cmr,tto,4.22E-06
osd,cmr,tto,1.25E-07
pdr,civ,tto,3.49E-05
wht,civ,tto,4.38E-06
gro,civ,tto,1.01E-05
osd,civ,tto,5.38E-06
pdr,gha,tto,1.92E-05
wht,gha,tto,5.74E-07
gro,gha,tto,8.33E-05
osd,gha,tto,6.93E-05
pdr,gin,tto,0.000814715
wht,gin,tto,2.01E-06
gro,gin,tto,0.000448495
osd,gin,tto,0.000411637
pdr,mli,tto,1.99E-06
wht,mli,tto,5.88E-07
gro,mli,tto,5.45E-05
osd,mli,tto,2.93E-06
pdr,ner,tto,6.05E-07
wht,ner,tto,3.06E-08
gro,ner,tto,2.18E-05
osd,ner,tto,1.95E-06
pdr,nga,tto,8.45E-13
wht,nga,tto,2.18E-14
gro,nga,tto,1.57E-12
osd,nga,tto,6.23E-13
pdr,sen,tto,1.02E-08
wht,sen,tto,1.52E-08
gro,sen,tto,2.09E-06
osd,sen,tto,6.52E-07
pdr,tgo,tto,1.15E-10
wht,tgo,tto,1.11E-10
gro,tgo,tto,6.36E-08
osd,tgo,tto,4.85E-11
pdr,xwf,tto,3.45E-05
wht,xwf,tto,2.76E-06
gro,xwf,tto,0.00057597
osd,xwf,tto,5.43E-05
pdr,caf,tto,6.38E-06
wht,caf,tto,1.21E-05
gro,caf,tto,1.14E-05
osd,caf,tto,5.44E-05
pdr,tcd,tto,4.44E-05
wht,tcd,tto,2.36E-05
gro,tcd,tto,0.000192103
osd,tcd,tto,0.000167764
pdr,cog,tto,2.24E-11
wht,cog,tto,9.20E-10
gro,cog,tto,1.75E-08
osd,cog,tto,6.58E-08
pdr,cod,tto,1.88E-06
wht,cod,tto,2.59E-07
gro,cod,tto,2.75E-05
osd,cod,tto,2.14E-05
pdr,gnq,tto,3.88E-06
wht,gnq,tto,9.54E-07
gro,gnq,tto,3.45E-06
osd,gnq,tto,2.15E-07
pdr,gab,tto,2.24E-12
wht,gab,tto,3.29E-11
gro,gab,tto,1.22E-09
osd,gab,tto,5.44E-10
pdr,xac,tto,4.58E-07
wht,xac,tto,1.89E-05
gro,xac,tto,0.000357567
osd,xac,tto,0.001347306
pdr,com,tto,3.99E-07
wht,com,tto,1.26E-08
gro,com,tto,2.77E-07
osd,com,tto,3.83E-08
pdr,eth,tto,2.98E-09
wht,eth,tto,8.15E-07
gro,eth,tto,2.96E-06
osd,eth,tto,1.07E-08
pdr,ken,tto,3.50E-10
wht,ken,tto,3.54E-09
gro,ken,tto,1.24E-07
osd,ken,tto,8.16E-08
pdr,mdg,tto,5.44E-15
wht,mdg,tto,2.15E-12
gro,mdg,tto,8.02E-12
osd,mdg,tto,3.77E-11
pdr,mwi,tto,6.66E-06
wht,mwi,tto,3.61E-08
gro,mwi,tto,1.34E-05
osd,mwi,tto,3.05E-05
pdr,mus,tto,4.94E-10
wht,mus,tto,3.52E-08
gro,mus,tto,1.85E-08
osd,mus,tto,6.78E-09
pdr,moz,tto,1.90E-16
wht,moz,tto,1.67E-17
gro,moz,tto,2.14E-15
osd,moz,tto,3.76E-16
pdr,rwa,tto,5.40E-06
wht,rwa,tto,3.53E-07
gro,rwa,tto,1.44E-05
osd,rwa,tto,8.37E-06
pdr,sdn,tto,4.32E-07
wht,sdn,tto,8.35E-05
gro,sdn,tto,0.001129539
osd,sdn,tto,0.000734638
pdr,tza,tto,2.18E-13
wht,tza,tto,3.10E-14
gro,tza,tto,7.99E-13
osd,tza,tto,8.61E-13
pdr,uga,tto,2.98E-08
wht,uga,tto,4.25E-09
gro,uga,tto,1.07E-07
osd,uga,tto,2.20E-07
pdr,zmb,tto,1.70E-09
wht,zmb,tto,5.64E-08
gro,zmb,tto,4.05E-06
osd,zmb,tto,1.64E-06
pdr,zwe,tto,1.21E-08
wht,zwe,tto,3.81E-06
gro,zwe,tto,7.54E-05
osd,zwe,tto,1.88E-05
pdr,xec,tto,4.07E-06
wht,xec,tto,1.04E-06
gro,xec,tto,5.38E-05
osd,xec,tto,1.40E-05
pdr,bwa,tto,1.58E-13
wht,bwa,tto,9.83E-12
gro,bwa,tto,1.73E-10
osd,bwa,tto,1.41E-12
pdr,swz,tto,7.35E-11
wht,swz,tto,3.31E-10
gro,swz,tto,2.19E-08
osd,swz,tto,8.54E-12
pdr,nam,tto,5.38E-13
wht,nam,tto,4.31E-11
gro,nam,tto,9.11E-10
osd,nam,tto,1.09E-12
pdr,zaf,tto,2.52E-09
wht,zaf,tto,5.39E-07
gro,zaf,tto,2.91E-07
osd,zaf,tto,3.21E-06
pdr,xsc,tto,2.34E-18
wht,xsc,tto,1.06E-17
gro,xsc,tto,6.99E-16
osd,xsc,tto,2.72E-19
pdr,xtw,tto,2.50E-11
wht,xtw,tto,2.17E-09
gro,xtw,tto,5.14E-09
osd,xtw,tto,1.63E-10
pdr,aus,xcb,9.28E-06
wht,aus,xcb,0.000282478
gro,aus,xcb,0.000416837
osd,aus,xcb,1.56E-05
pdr,nzl,xcb,2.15E-06
wht,nzl,xcb,0.000145929
gro,nzl,xcb,0.000447438
osd,nzl,xcb,6.38E-06
pdr,xoc,xcb,3.23E-07
wht,xoc,xcb,2.19E-05
gro,xoc,xcb,6.70E-05
osd,xoc,xcb,9.55E-07
pdr,chn,xcb,0.056919429
wht,chn,xcb,0.016190253
gro,chn,xcb,0.040218033
osd,chn,xcb,0.133002281
pdr,hkg,xcb,4.60E-06
wht,hkg,xcb,0.000118439
gro,hkg,xcb,6.12E-05
osd,hkg,xcb,2.45E-06
pdr,jpn,xcb,5.84E-05
wht,jpn,xcb,0.000477186
gro,jpn,xcb,0.000321399
osd,jpn,xcb,8.03E-05
pdr,kor,xcb,1.81E-05
wht,kor,xcb,0.000168955
gro,kor,xcb,0.000110057
osd,kor,xcb,0.000242882
pdr,mng,xcb,2.01E-08
wht,mng,xcb,2.88E-06
gro,mng,xcb,1.31E-06
osd,mng,xcb,1.24E-08
pdr,twn,xcb,4.25E-07
wht,twn,xcb,2.13E-05
gro,twn,xcb,8.58E-05
osd,twn,xcb,4.31E-05
pdr,xea,xcb,1.37E-06
wht,xea,xcb,4.57E-05
gro,xea,xcb,2.29E-05
osd,xea,xcb,7.38E-07
pdr,brn,xcb,2.28E-07
wht,brn,xcb,1.21E-06
gro,brn,xcb,5.80E-07
osd,brn,xcb,2.24E-07
pdr,khm,xcb,0.001892541
wht,khm,xcb,1.92E-05
gro,khm,xcb,0.000358355
osd,khm,xcb,0.001308486
pdr,idn,xcb,8.59E-05
wht,idn,xcb,0.000106592
gro,idn,xcb,0.006803605
osd,idn,xcb,0.002028121
pdr,lao,xcb,0.001745732
wht,lao,xcb,2.58E-06
gro,lao,xcb,0.000417888
osd,lao,xcb,1.24E-05
pdr,mys,xcb,3.78E-06
wht,mys,xcb,3.86E-05
gro,mys,xcb,2.44E-05
osd,mys,xcb,9.08E-06
pdr,phl,xcb,0.000278815
wht,phl,xcb,2.27E-05
gro,phl,xcb,0.00018741
osd,phl,xcb,0.000281968
pdr,sgp,xcb,1.13E-06
wht,sgp,xcb,5.99E-05
gro,sgp,xcb,3.04E-05
osd,sgp,xcb,4.31E-06
pdr,tha,xcb,1.82E-05
wht,tha,xcb,0.000129834
gro,tha,xcb,0.000238392
osd,tha,xcb,0.002898158
pdr,vnm,xcb,0.000983216
wht,vnm,xcb,5.13E-05
gro,vnm,xcb,0.0003135
osd,vnm,xcb,0.002046629
pdr,xse,xcb,0.001182225
wht,xse,xcb,1.20E-05
gro,xse,xcb,0.000223856
osd,xse,xcb,0.00081738
pdr,afg,xcb,4.97E-07
wht,afg,xcb,0.000649177
gro,afg,xcb,0.000226136
osd,afg,xcb,8.82E-07
pdr,bgd,xcb,3.29E-07
wht,bgd,xcb,2.73E-05
gro,bgd,xcb,6.54E-05
osd,bgd,xcb,0.000151313
pdr,ind,xcb,0.056051794
wht,ind,xcb,0.038944095
gro,ind,xcb,0.020454392
osd,ind,xcb,0.038435955
pdr,npl,xcb,0.000400168
wht,npl,xcb,0.000366305
gro,npl,xcb,0.000526727
osd,npl,xcb,0.000154391
pdr,pak,xcb,6.67E-05
wht,pak,xcb,0.001071504
gro,pak,xcb,0.0004894
osd,pak,xcb,0.000507283
pdr,lka,xcb,2.36E-05
wht,lka,xcb,2.73E-06
gro,lka,xcb,1.07E-05
osd,lka,xcb,0.000427357
pdr,xsa,xcb,9.47E-06
wht,xsa,xcb,5.43E-05
gro,xsa,xcb,1.71E-05
osd,xsa,xcb,4.16E-05
pdr,can,xcb,2.28E-05
wht,can,xcb,43.01130295
gro,can,xcb,12.25519371
osd,can,xcb,5.51998663
pdr,usa,xcb,0.027263746
wht,usa,xcb,19.83419991
gro,usa,xcb,62.27711487
osd,usa,xcb,61.69768524
pdr,mex,xcb,1.13E-06
wht,mex,xcb,0.000144089
gro,mex,xcb,0.028377209
osd,mex,xcb,8.68E-06
pdr,xna,xcb,1.63E-07
wht,xna,xcb,1.47E-05
gro,xna,xcb,1.02E-05
osd,xna,xcb,2.86E-06
pdr,arg,xcb,1.61E-06
wht,arg,xcb,6.82E-05
gro,arg,xcb,100.617981
osd,arg,xcb,6.20E-06
pdr,bol,xcb,5.42E-07
wht,bol,xcb,6.57E-05
gro,bol,xcb,0.000230915
osd,bol,xcb,8.09E-05
pdr,bra,xcb,0.00038266
wht,bra,xcb,10.9416008
gro,bra,xcb,147.5994415
osd,bra,xcb,124.5032044
pdr,chl,xcb,8.34E-07
wht,chl,xcb,7.07E-05
gro,chl,xcb,0.000102586
osd,chl,xcb,8.39E-07
pdr,col,xcb,2.45E-05
wht,col,xcb,1.73E-05
gro,col,xcb,0.019658312
osd,col,xcb,0.012897455
pdr,ecu,xcb,8.13E-07
wht,ecu,xcb,1.53E-05
gro,ecu,xcb,0.000347523
osd,ecu,xcb,5.38E-06
pdr,pry,xcb,1.61E-07
wht,pry,xcb,4.38E-05
gro,pry,xcb,0.000147987
osd,pry,xcb,2.86E-06
pdr,per,xcb,1.65E-06
wht,per,xcb,7.73E-05
gro,per,xcb,0.020853112
osd,per,xcb,5.21E-06
pdr,ury,xcb,1.70E-06
wht,ury,xcb,0.000184872
gro,ury,xcb,8.01E-05
osd,ury,xcb,2.00E-05
pdr,ven,xcb,5.14E-08
wht,ven,xcb,1.67E-05
gro,ven,xcb,3.13E-05
osd,ven,xcb,1.79E-06
pdr,xsm,xcb,0.039654199
wht,xsm,xcb,1.19E-05
gro,xsm,xcb,0.0035851
osd,xsm,xcb,1.81E-06
pdr,cri,xcb,3.98E-06
wht,cri,xcb,7.92E-05
gro,cri,xcb,4.50E-05
osd,cri,xcb,2.27E-05
pdr,gtm,xcb,1.12E-06
wht,gtm,xcb,7.40E-05
gro,gtm,xcb,0.00469164
osd,gtm,xcb,0.081736706
pdr,hnd,xcb,3.74E-05
wht,hnd,xcb,4.07E-05
gro,hnd,xcb,0.003450567
osd,hnd,xcb,5.15E-06
pdr,nic,xcb,4.43E-06
wht,nic,xcb,4.50E-06
gro,nic,xcb,0.000368144
osd,nic,xcb,2.58E-06
pdr,pan,xcb,3.31E-06
wht,pan,xcb,6.20E-05
gro,pan,xcb,0.000233663
osd,pan,xcb,6.97E-06
pdr,slv,xcb,1.25E-07
wht,slv,xcb,7.76E-06
gro,slv,xcb,0.000549904
osd,slv,xcb,9.65E-06
pdr,xca,xcb,2.97E-07
wht,xca,xcb,1.96E-05
gro,xca,xcb,0.013626442
osd,xca,xcb,0.011984735
pdr,dom,xcb,4.83E-07
wht,dom,xcb,0.000750283
gro,dom,xcb,0.001039009
osd,dom,xcb,7.82E-05
pdr,hti,xcb,1.18E-07
wht,hti,xcb,1.48E-06
gro,hti,xcb,0.000779153
osd,hti,xcb,2.56E-07
pdr,jam,xcb,0.000687019
wht,jam,xcb,1.03E-06
gro,jam,xcb,0.013226366
osd,jam,xcb,0.009408795
pdr,pri,xcb,8.53E-08
wht,pri,xcb,0.104612917
gro,pri,xcb,0.324044675
osd,pri,xcb,0.349156022
pdr,tto,xcb,3.95E-07
wht,tto,xcb,5.34E-05
gro,tto,xcb,0.040620741
osd,tto,xcb,0.068152726
pdr,xcb,xcb,205.4799799
wht,xcb,xcb,14.57969799
gro,xcb,xcb,22.10712017
osd,xcb,xcb,229.537183
pdr,aut,xcb,4.61E-07
wht,aut,xcb,3.95E-05
gro,aut,xcb,6.44E-05
osd,aut,xcb,0.000726579
pdr,bel,xcb,1.03E-06
wht,bel,xcb,0.000121087
gro,bel,xcb,3.37E-05
osd,bel,xcb,2.53E-06
pdr,bgr,xcb,6.65E-07
wht,bgr,xcb,0.000133987
gro,bgr,xcb,0.000158672
osd,bgr,xcb,0.006606696
pdr,hrv,xcb,6.65E-08
wht,hrv,xcb,2.95E-05
gro,hrv,xcb,3.61E-05
osd,hrv,xcb,2.08E-05
pdr,cyp,xcb,3.79E-08
wht,cyp,xcb,3.75E-06
gro,cyp,xcb,4.15E-05
osd,cyp,xcb,1.66E-06
pdr,cze,xcb,4.16E-07
wht,cze,xcb,0.000540166
gro,cze,xcb,0.172657311
osd,cze,xcb,2.01E-05
pdr,dnk,xcb,8.50E-07
wht,dnk,xcb,0.000661425
gro,dnk,xcb,0.000288738
osd,dnk,xcb,4.33E-05
pdr,est,xcb,5.10E-08
wht,est,xcb,2.08E-05
gro,est,xcb,1.57E-05
osd,est,xcb,2.91E-06
pdr,fin,xcb,4.00E-07
wht,fin,xcb,0.000132939
gro,fin,xcb,0.000117402
osd,fin,xcb,8.29E-06
pdr,fra,xcb,4.57E-06
wht,fra,xcb,88.49253082
gro,fra,xcb,0.002827697
osd,fra,xcb,0.002112492
pdr,deu,xcb,5.44E-06
wht,deu,xcb,46.20338821
gro,deu,xcb,0.001062196
osd,deu,xcb,0.00047187
pdr,grc,xcb,7.87E-07
wht,grc,xcb,0.000294064
gro,grc,xcb,6.27E-05
osd,grc,xcb,0.000423686
pdr,hun,xcb,2.83E-07
wht,hun,xcb,0.000179199
gro,hun,xcb,3.63E-05
osd,hun,xcb,3.24E-05
pdr,irl,xcb,1.20E-06
wht,irl,xcb,0.000344806
gro,irl,xcb,0.000133188
osd,irl,xcb,3.58E-05
pdr,ita,xcb,1.54E-05
wht,ita,xcb,0.001306494
gro,ita,xcb,0.000345029
osd,ita,xcb,0.002726733
pdr,lva,xcb,6.94E-08
wht,lva,xcb,6.86E-06
gro,lva,xcb,3.03E-05
osd,lva,xcb,5.65E-06
pdr,ltu,xcb,8.35E-08
wht,ltu,xcb,8.63E-05
gro,ltu,xcb,3.55E-05
osd,ltu,xcb,8.99E-05
pdr,lux,xcb,2.81E-06
wht,lux,xcb,0.000190895
gro,lux,xcb,0.000118909
osd,lux,xcb,7.28E-06
pdr,mlt,xcb,4.54E-08
wht,mlt,xcb,2.14E-05
gro,mlt,xcb,3.34E-06
osd,mlt,xcb,1.25E-07
pdr,nld,xcb,0.022624252
wht,nld,xcb,0.006202396
gro,nld,xcb,0.027106065
osd,nld,xcb,0.27082175
pdr,pol,xcb,8.62E-07
wht,pol,xcb,10.72134018
gro,pol,xcb,0.000491395
osd,pol,xcb,0.000235965
pdr,prt,xcb,2.34E-06
wht,prt,xcb,3.42E-05
gro,prt,xcb,0.005286417
osd,prt,xcb,0.000122025
pdr,rou,xcb,1.85E-06
wht,rou,xcb,0.000374176
gro,rou,xcb,0.000982306
osd,rou,xcb,1.85E-05
pdr,svk,xcb,1.17E-07
wht,svk,xcb,8.11E-05
gro,svk,xcb,7.97E-05
osd,svk,xcb,5.18E-06
pdr,svn,xcb,6.24E-08
wht,svn,xcb,1.32E-05
gro,svn,xcb,1.55E-06
osd,svn,xcb,4.53E-07
pdr,esp,xcb,1.38E-05
wht,esp,xcb,0.001196596
gro,esp,xcb,0.183994517
osd,esp,xcb,0.005279852
pdr,swe,xcb,1.52E-06
wht,swe,xcb,0.000770968
gro,swe,xcb,0.000304565
osd,swe,xcb,5.10E-05
pdr,gbr,xcb,6.42E-06
wht,gbr,xcb,0.020098586
gro,gbr,xcb,0.002959206
osd,gbr,xcb,0.020339958
pdr,che,xcb,2.22E-06
wht,che,xcb,0.000196054
gro,che,xcb,0.000182926
osd,che,xcb,0.00015883
pdr,nor,xcb,1.12E-06
wht,nor,xcb,0.000123327
gro,nor,xcb,0.000465843
osd,nor,xcb,1.39E-05
pdr,xef,xcb,1.51E-07
wht,xef,xcb,3.04E-05
gro,xef,xcb,1.27E-05
osd,xef,xcb,2.89E-06
pdr,alb,xcb,2.52E-08
wht,alb,xcb,4.69E-05
gro,alb,xcb,1.65E-05
osd,alb,xcb,0.000104998
pdr,srb,xcb,2.63E-07
wht,srb,xcb,0.000228199
gro,srb,xcb,0.000213959
osd,srb,xcb,4.25E-06
pdr,blr,xcb,3.32E-06
wht,blr,xcb,6.55E-05
gro,blr,xcb,4.79E-05
osd,blr,xcb,2.45E-05
pdr,rus,xcb,4.56E-06
wht,rus,xcb,0.002882323
gro,rus,xcb,0.000220676
osd,rus,xcb,2.57E-05
pdr,ukr,xcb,5.88E-07
wht,ukr,xcb,0.184498817
gro,ukr,xcb,0.183948398
osd,ukr,xcb,2.07E-05
pdr,xee,xcb,1.57E-07
wht,xee,xcb,5.79E-05
gro,xee,xcb,2.86E-05
osd,xee,xcb,5.51E-06
pdr,xer,xcb,4.19E-07
wht,xer,xcb,0.000256235
gro,xer,xcb,0.00023613
osd,xer,xcb,1.44E-05
pdr,kaz,xcb,1.94E-06
wht,kaz,xcb,0.000913158
gro,kaz,xcb,0.000373825
osd,kaz,xcb,4.66E-06
pdr,kgz,xcb,2.88E-06
wht,kgz,xcb,0.000100847
gro,kgz,xcb,0.000775524
osd,kgz,xcb,7.61E-07
pdr,tjk,xcb,6.40E-07
wht,tjk,xcb,0.000179139
gro,tjk,xcb,8.20E-05
osd,tjk,xcb,0.000105764
pdr,uzb,xcb,2.68E-06
wht,uzb,xcb,0.000124186
gro,uzb,xcb,0.000246516
osd,uzb,xcb,0.000571421
pdr,xsu,xcb,5.09E-07
wht,xsu,xcb,0.000239
gro,xsu,xcb,9.78E-05
osd,xsu,xcb,1.22E-06
pdr,arm,xcb,5.28E-07
wht,arm,xcb,7.21E-05
gro,arm,xcb,0.000414996
osd,arm,xcb,2.51E-05
pdr,aze,xcb,4.33E-05
wht,aze,xcb,0.001999428
gro,aze,xcb,0.001066835
osd,aze,xcb,7.66E-05
pdr,geo,xcb,4.51E-07
wht,geo,xcb,0.000184311
gro,geo,xcb,0.001442033
osd,geo,xcb,8.76E-07
pdr,bhr,xcb,1.83E-05
wht,bhr,xcb,1.24E-05
gro,bhr,xcb,4.52E-05
osd,bhr,xcb,2.75E-07
pdr,irn,xcb,0.000940721
wht,irn,xcb,0.006980734
gro,irn,xcb,0.002079457
osd,irn,xcb,0.000252607
pdr,irq,xcb,1.27E-05
wht,irq,xcb,8.85E-07
gro,irq,xcb,3.22E-06
osd,irq,xcb,9.48E-08
pdr,isr,xcb,1.79E-06
wht,isr,xcb,0.000104984
gro,isr,xcb,0.000154039
osd,isr,xcb,0.003184048
pdr,jor,xcb,2.02E-07
wht,jor,xcb,2.26E-05
gro,jor,xcb,0.000211863
osd,jor,xcb,2.62E-05
pdr,kwt,xcb,9.56E-08
wht,kwt,xcb,5.08E-06
gro,kwt,xcb,3.65E-06
osd,kwt,xcb,1.32E-07
pdr,lbn,xcb,1.52E-07
wht,lbn,xcb,2.13E-05
gro,lbn,xcb,6.45E-06
osd,lbn,xcb,2.20E-05
pdr,omn,xcb,8.27E-07
wht,omn,xcb,7.22E-06
gro,omn,xcb,4.90E-05
osd,omn,xcb,1.00E-07
pdr,pse,xcb,2.46E-07
wht,pse,xcb,0.000108435
gro,pse,xcb,2.36E-05
osd,pse,xcb,0.000664676
pdr,qat,xcb,2.16E-05
wht,qat,xcb,1.39E-05
gro,qat,xcb,2.96E-05
osd,qat,xcb,2.70E-07
pdr,sau,xcb,8.29E-07
wht,sau,xcb,0.001271228
gro,sau,xcb,0.000536466
osd,sau,xcb,3.38E-06
pdr,syr,xcb,3.91E-08
wht,syr,xcb,0.000119057
gro,syr,xcb,8.74E-06
osd,syr,xcb,2.14E-05
pdr,tur,xcb,9.39E-06
wht,tur,xcb,0.003494957
gro,tur,xcb,0.000969258
osd,tur,xcb,0.001790179
pdr,are,xcb,2.90E-07
wht,are,xcb,2.29E-05
gro,are,xcb,1.15E-05
osd,are,xcb,3.57E-07
pdr,xws,xcb,4.96E-08
wht,xws,xcb,0.000151105
gro,xws,xcb,1.11E-05
osd,xws,xcb,2.72E-05
pdr,dza,xcb,2.27E-07
wht,dza,xcb,0.00049125
gro,dza,xcb,0.000212792
osd,dza,xcb,2.82E-06
pdr,egy,xcb,0.00035323
wht,egy,xcb,0.002127594
gro,egy,xcb,0.000534389
osd,egy,xcb,0.000352629
pdr,mar,xcb,1.34E-05
wht,mar,xcb,0.002468186
gro,mar,xcb,0.00086955
osd,mar,xcb,0.000596582
pdr,tun,xcb,7.49E-08
wht,tun,xcb,8.20E-06
gro,tun,xcb,2.87E-05
osd,tun,xcb,3.17E-07
pdr,xnf,xcb,6.61E-07
wht,xnf,xcb,0.00029735
gro,xnf,xcb,0.000128226
osd,xnf,xcb,2.21E-06
pdr,ben,xcb,6.75E-07
wht,ben,xcb,1.13E-06
gro,ben,xcb,0.000358183
osd,ben,xcb,4.91E-05
pdr,bfa,xcb,0.000134298
wht,bfa,xcb,1.79E-06
gro,bfa,xcb,0.001324996
osd,bfa,xcb,2.95E-06
pdr,cmr,xcb,1.78E-05
wht,cmr,xcb,9.09E-06
gro,cmr,xcb,0.003713509
osd,cmr,xcb,0.000110064
pdr,civ,xcb,0.003151185
wht,civ,xcb,0.000394758
gro,civ,xcb,0.000911943
osd,civ,xcb,0.000485026
pdr,gha,xcb,0.00225632
wht,gha,xcb,6.74E-05
gro,gha,xcb,0.009783024
osd,gha,xcb,0.008141662
pdr,gin,xcb,0.002198663
wht,gin,xcb,5.43E-06
gro,gin,xcb,0.00121035
osd,gin,xcb,0.00111088
pdr,mli,xcb,0.000275769
wht,mli,xcb,8.12E-05
gro,mli,xcb,0.007534434
osd,mli,xcb,0.000404697
pdr,ner,xcb,0.000366193
wht,ner,xcb,1.85E-05
gro,ner,xcb,0.013177073
osd,ner,xcb,0.001183786
pdr,nga,xcb,0.002899097
wht,nga,xcb,7.47E-05
gro,nga,xcb,0.00538874
osd,nga,xcb,0.002139563
pdr,sen,xcb,3.94E-06
wht,sen,xcb,5.83E-06
gro,sen,xcb,0.000801954
osd,sen,xcb,0.000250814
pdr,tgo,xcb,3.71E-07
wht,tgo,xcb,3.57E-07
gro,tgo,xcb,0.000204125
osd,tgo,xcb,1.56E-07
pdr,xwf,xcb,0.000483457
wht,xwf,xcb,3.88E-05
gro,xwf,xcb,0.008076123
osd,xwf,xcb,0.000761373
pdr,caf,xcb,3.89E-05
wht,caf,xcb,7.36E-05
gro,caf,xcb,6.95E-05
osd,caf,xcb,0.000331127
pdr,tcd,xcb,0.000270096
wht,tcd,xcb,0.000143849
gro,tcd,xcb,0.001169916
osd,tcd,xcb,0.001021692
pdr,cog,xcb,1.09E-07
wht,cog,xcb,4.49E-06
gro,cog,xcb,8.51E-05
osd,cog,xcb,0.000320625
pdr,cod,xcb,4.00E-05
wht,cod,xcb,5.51E-06
gro,cod,xcb,0.000585913
osd,cod,xcb,0.000455565
pdr,gnq,xcb,2.36E-05
wht,gnq,xcb,5.81E-06
gro,gnq,xcb,2.10E-05
osd,gnq,xcb,1.31E-06
pdr,gab,xcb,6.35E-08
wht,gab,xcb,9.30E-07
gro,gab,xcb,3.46E-05
osd,gab,xcb,1.54E-05
pdr,xac,xcb,5.36E-06
wht,xac,xcb,0.000220724
gro,xac,xcb,0.004186919
osd,xac,xcb,0.015776217
pdr,com,xcb,2.43E-06
wht,com,xcb,7.67E-08
gro,com,xcb,1.69E-06
osd,com,xcb,2.33E-07
pdr,eth,xcb,1.36E-05
wht,eth,xcb,0.003713497
