COMM,Source,Destination,TotValue
osd,deu,ita,6.003457546
pdr,grc,ita,2.295905829
wht,grc,ita,18.31876183
gro,grc,ita,3.626209498
osd,grc,ita,42.49687576
pdr,hun,ita,1.79E-05
wht,hun,ita,227.1128235
gro,hun,ita,341.936676
osd,hun,ita,29.67780113
pdr,irl,ita,2.57E-05
wht,irl,ita,0.00843472
gro,irl,ita,0.015207693
osd,irl,ita,0.000765859
pdr,ita,ita,627.7023284
wht,ita,ita,1354.871425
gro,ita,ita,1442.077688
osd,ita,ita,5541.749215
pdr,lva,ita,2.36E-06
wht,lva,ita,5.692846298
gro,lva,ita,0.037227597
osd,lva,ita,0.012735116
pdr,ltu,ita,3.62E-06
wht,ltu,ita,5.964410305
gro,ltu,ita,1.868194103
osd,ltu,ita,0.131016508
pdr,lux,ita,9.16E-06
wht,lux,ita,0.000623204
gro,lux,ita,0.000388194
osd,lux,ita,2.38E-05
pdr,mlt,ita,8.26E-06
wht,mlt,ita,2.603346586
gro,mlt,ita,0.000606441
osd,mlt,ita,2.27E-05
pdr,nld,ita,8.22E-05
wht,nld,ita,0.313254833
gro,nld,ita,2.221300364
osd,nld,ita,8.369099617
pdr,pol,ita,3.95E-05
wht,pol,ita,8.070624352
gro,pol,ita,2.374354839
osd,pol,ita,2.588693857
pdr,prt,ita,0.000142446
wht,prt,ita,0.00208372
gro,prt,ita,0.01522488
osd,prt,ita,0.012304306
pdr,rou,ita,2.597237349
wht,rou,ita,59.40787888
gro,rou,ita,105.983429
osd,rou,ita,66.77450562
pdr,svk,ita,7.34E-06
wht,svk,ita,23.7665329
gro,svk,ita,12.08268833
osd,svk,ita,1.822501421
pdr,svn,ita,2.36E-05
wht,svn,ita,22.19556618
gro,svn,ita,86.3625946
osd,svn,ita,24.6580925
pdr,esp,ita,0.799863636
wht,esp,ita,17.93002319
gro,esp,ita,5.41582489
osd,esp,ita,3.514133215
pdr,swe,ita,2.07E-05
wht,swe,ita,1.849330902
gro,swe,ita,0.004153046
osd,swe,ita,0.000695086
pdr,gbr,ita,0.000210551
wht,gbr,ita,5.798757553
gro,gbr,ita,0.287368298
osd,gbr,ita,0.94057709
pdr,che,ita,0.00015124
wht,che,ita,0.017658381
gro,che,ita,0.020895025
osd,che,ita,0.013789755
pdr,nor,ita,1.09E-05
wht,nor,ita,0.001199939
gro,nor,ita,0.004532515
osd,nor,ita,0.000135516
pdr,xef,ita,3.10E-06
wht,xef,ita,0.000622409
gro,xef,ita,0.000260023
osd,xef,ita,5.92E-05
pdr,alb,ita,3.55E-05
wht,alb,ita,0.066157401
gro,alb,ita,0.023207154
osd,alb,ita,0.148066655
pdr,srb,ita,2.41E-06
wht,srb,ita,0.025049759
gro,srb,ita,10.33750725
osd,srb,ita,20.58517456
pdr,blr,ita,8.13E-06
wht,blr,ita,0.00016033
gro,blr,ita,0.000117249
osd,blr,ita,5.99E-05
pdr,rus,ita,0.000129744
wht,rus,ita,29.35780525
gro,rus,ita,21.54171944
osd,rus,ita,8.952604294
pdr,ukr,ita,1.35E-05
wht,ukr,ita,123.9944229
gro,ukr,ita,330.0541382
osd,ukr,ita,73.83551788
pdr,xee,ita,8.75E-06
wht,xee,ita,61.51251602
gro,xee,ita,17.650774
osd,xee,ita,0.72888118
pdr,xer,ita,4.84E-06
wht,xer,ita,0.002955923
gro,xer,ita,0.002723992
osd,xer,ita,0.000166269
pdr,kaz,ita,8.70E-06
wht,kaz,ita,62.36063767
gro,kaz,ita,0.001671884
osd,kaz,ita,0.15314585
pdr,kgz,ita,1.59E-05
wht,kgz,ita,0.000555738
gro,kgz,ita,0.004273693
osd,kgz,ita,4.19E-06
pdr,tjk,ita,2.94E-06
wht,tjk,ita,0.000824377
gro,tjk,ita,0.000377285
osd,tjk,ita,0.000486715
pdr,uzb,ita,3.72E-05
wht,uzb,ita,0.001725795
gro,uzb,ita,0.003425811
osd,uzb,ita,0.007940978
pdr,xsu,ita,7.07E-06
wht,xsu,ita,0.003321365
gro,xsu,ita,0.001359686
osd,xsu,ita,1.70E-05
pdr,arm,ita,6.72E-06
wht,arm,ita,0.000917238
gro,arm,ita,0.005279519
osd,arm,ita,0.000319953
pdr,aze,ita,0.000936777
wht,aze,ita,0.043295614
gro,aze,ita,0.023101242
osd,aze,ita,0.001659553
pdr,geo,ita,3.21E-06
wht,geo,ita,0.00130944
gro,geo,ita,0.010244919
osd,geo,ita,6.23E-06
pdr,bhr,ita,0.000269851
wht,bhr,ita,0.000183594
gro,bhr,ita,0.000666612
osd,bhr,ita,4.06E-06
pdr,irn,ita,0.013073106
wht,irn,ita,7.589575768
gro,irn,ita,0.028898021
osd,irn,ita,0.003510451
pdr,irq,ita,4.87E-14
wht,irq,ita,3.38E-15
gro,irq,ita,1.23E-14
osd,irq,ita,3.62E-16
pdr,isr,ita,1.14E-05
wht,isr,ita,0.000672479
gro,isr,ita,0.000986698
osd,isr,ita,17.27381706
pdr,jor,ita,1.46E-06
wht,jor,ita,0.000163806
gro,jor,ita,0.001537559
osd,jor,ita,0.000189788
pdr,kwt,ita,2.85E-12
wht,kwt,ita,1.51E-10
gro,kwt,ita,1.09E-10
osd,kwt,ita,3.94E-12
pdr,lbn,ita,1.38E-06
wht,lbn,ita,0.006001694
gro,lbn,ita,5.86E-05
osd,lbn,ita,0.000200261
pdr,omn,ita,1.13E-05
wht,omn,ita,9.88E-05
gro,omn,ita,0.000670868
osd,omn,ita,1.37E-06
pdr,pse,ita,5.28E-07
wht,pse,ita,0.00023252
gro,pse,ita,5.06E-05
osd,pse,ita,0.001425281
pdr,qat,ita,0.000300838
wht,qat,ita,0.00019265
gro,qat,ita,0.000410701
osd,qat,ita,3.75E-06
pdr,sau,ita,4.36E-06
wht,sau,ita,0.006692005
gro,sau,ita,0.002824068
osd,sau,ita,1.78E-05
pdr,syr,ita,1.24E-10
wht,syr,ita,3.78E-07
gro,syr,ita,2.77E-08
osd,syr,ita,6.80E-08
pdr,tur,ita,0.00011071
wht,tur,ita,2.480814457
gro,tur,ita,2.699616671
osd,tur,ita,22.6094265
pdr,are,ita,4.03E-06
wht,are,ita,0.000318541
gro,are,ita,0.000160308
osd,are,ita,4.96E-06
pdr,xws,ita,3.14E-16
wht,xws,ita,9.57E-13
gro,xws,ita,7.02E-14
osd,xws,ita,1.72E-13
pdr,dza,ita,1.76E-08
wht,dza,ita,3.82E-05
gro,dza,ita,1.65E-05
osd,dza,ita,2.19E-07
pdr,egy,ita,0.011295695
wht,egy,ita,0.06803678
gro,egy,ita,0.017088853
osd,egy,ita,38.41384888
pdr,mar,ita,0.000377372
wht,mar,ita,0.069720492
gro,mar,ita,0.024562765
osd,mar,ita,0.056863058
pdr,tun,ita,2.24E-06
wht,tun,ita,0.000245488
gro,tun,ita,0.000858545
osd,tun,ita,9.48E-06
pdr,xnf,ita,1.02E-07
wht,xnf,ita,5.23182869
gro,xnf,ita,1.98E-05
osd,xnf,ita,3.42E-07
pdr,ben,ita,3.79E-08
wht,ben,ita,6.35E-08
gro,ben,ita,2.01E-05
osd,ben,ita,0.00151576
pdr,bfa,ita,8.29E-06
wht,bfa,ita,1.10E-07
gro,bfa,ita,8.18E-05
osd,bfa,ita,1.82E-07
pdr,cmr,ita,7.38E-05
wht,cmr,ita,3.77E-05
gro,cmr,ita,0.015419411
osd,cmr,ita,0.000457014
pdr,civ,ita,0.016775073
wht,civ,ita,0.00210146
gro,civ,ita,0.004854652
osd,civ,ita,0.005391996
pdr,gha,ita,0.019798519
wht,gha,ita,0.000591612
gro,gha,ita,0.087023072
osd,gha,ita,0.082622632
pdr,gin,ita,0.001641809
wht,gin,ita,4.06E-06
gro,gin,ita,0.000903806
osd,gin,ita,0.000829528
pdr,mli,ita,0.000804257
wht,mli,ita,0.000236907
gro,mli,ita,0.021973548
osd,mli,ita,0.001180266
pdr,ner,ita,0.00600274
wht,ner,ita,0.000303579
gro,ner,ita,0.216002136
osd,ner,ita,0.019404933
pdr,nga,ita,2.63E-07
wht,nga,ita,6.77E-09
gro,nga,ita,4.89E-07
osd,nga,ita,13.10064793
pdr,sen,ita,0.000168643
wht,sen,ita,0.000249711
gro,sen,ita,0.039484367
osd,sen,ita,0.047946937
pdr,tgo,ita,8.55E-09
wht,tgo,ita,8.24E-09
gro,tgo,ita,4.71E-06
osd,tgo,ita,4.292325974
pdr,xwf,ita,0.001738649
wht,xwf,ita,0.000139419
gro,xwf,ita,0.029044054
osd,xwf,ita,0.017217116
pdr,caf,ita,0.000539908
wht,caf,ita,0.001023016
gro,caf,ita,0.000966196
osd,caf,ita,0.004601645
pdr,tcd,ita,0.003753491
wht,tcd,ita,0.001999056
gro,tcd,ita,0.016258202
osd,tcd,ita,0.014198356
pdr,cog,ita,3.49E-08
wht,cog,ita,1.44E-06
gro,cog,ita,2.72E-05
osd,cog,ita,0.000102668
pdr,cod,ita,3.86E-06
wht,cod,ita,5.32E-07
gro,cod,ita,5.66E-05
osd,cod,ita,4.40E-05
pdr,gnq,ita,0.000328632
wht,gnq,ita,8.07E-05
gro,gnq,ita,0.000291726
osd,gnq,ita,1.82E-05
pdr,gab,ita,2.29E-11
wht,gab,ita,3.36E-10
gro,gab,ita,1.25E-08
osd,gab,ita,5.56E-09
pdr,xac,ita,0.00020112
wht,xac,ita,0.008280823
gro,xac,ita,0.157079294
osd,xac,ita,0.591871262
pdr,com,ita,3.38E-05
wht,com,ita,1.07E-06
gro,com,ita,2.34E-05
osd,com,ita,3.24E-06
pdr,eth,ita,0.000202643
wht,eth,ita,0.055436555
gro,eth,ita,0.201282814
osd,eth,ita,0.712846518
pdr,ken,ita,7.47E-05
wht,ken,ita,0.000755684
gro,ken,ita,0.026503852
osd,ken,ita,0.081645258
pdr,mdg,ita,2.51E-09
wht,mdg,ita,9.92E-07
gro,mdg,ita,3.70E-06
osd,mdg,ita,1.74E-05
pdr,mwi,ita,0.003205111
wht,mwi,ita,1.74E-05
gro,mwi,ita,0.006447468
osd,mwi,ita,0.014674543
pdr,mus,ita,5.62E-06
wht,mus,ita,0.000400135
gro,mus,ita,0.000210455
osd,mus,ita,7.71E-05
pdr,moz,ita,2.88E-12
wht,moz,ita,2.54E-13
gro,moz,ita,3.25E-11
osd,moz,ita,5.72E-12
pdr,rwa,ita,0.007372098
wht,rwa,ita,0.000481291
gro,rwa,ita,0.019620992
osd,rwa,ita,0.01142978
pdr,sdn,ita,1.71E-05
wht,sdn,ita,0.003302693
gro,sdn,ita,4.182631016
osd,sdn,ita,0.756376743
pdr,tza,ita,4.01E-07
wht,tza,ita,5.70E-08
gro,tza,ita,1.47E-06
osd,tza,ita,1.58E-06
pdr,uga,ita,0.000830947
wht,uga,ita,0.000118444
gro,uga,ita,0.002986639
osd,uga,ita,0.145650089
pdr,zmb,ita,8.67E-06
wht,zmb,ita,0.00028783
gro,zmb,ita,0.020674368
osd,zmb,ita,0.008366476
pdr,zwe,ita,1.03E-06
wht,zwe,ita,0.000322627
gro,zwe,ita,0.006378543
osd,zwe,ita,0.00159475
pdr,xec,ita,0.002175716
wht,xec,ita,0.000556191
gro,xec,ita,0.028729659
osd,xec,ita,0.007484085
pdr,bwa,ita,2.74E-08
wht,bwa,ita,1.70E-06
gro,bwa,ita,3.01E-05
osd,bwa,ita,2.44E-07
pdr,swz,ita,2.23E-09
wht,swz,ita,1.01E-08
gro,swz,ita,6.66E-07
osd,swz,ita,2.59E-10
pdr,nam,ita,3.96E-07
wht,nam,ita,3.17E-05
gro,nam,ita,0.00067014
osd,nam,ita,8.02E-07
pdr,zaf,ita,1.90E-05
wht,zaf,ita,0.004059833
gro,zaf,ita,0.017655166
osd,zaf,ita,0.024167661
pdr,xsc,ita,1.37E-14
wht,xsc,ita,6.16E-14
gro,xsc,ita,4.08E-12
osd,xsc,ita,1.59E-15
pdr,xtw,ita,2.11E-09
wht,xtw,ita,1.84E-07
gro,xtw,ita,4.35E-07
osd,xtw,ita,1.38E-08
pdr,aus,lva,1.96E-07
wht,aus,lva,5.97E-06
gro,aus,lva,8.81E-06
osd,aus,lva,3.29E-07
pdr,nzl,lva,2.42E-08
wht,nzl,lva,1.64E-06
gro,nzl,lva,5.03E-06
osd,nzl,lva,7.16E-08
pdr,xoc,lva,6.04E-09
wht,xoc,lva,4.09E-07
gro,xoc,lva,1.25E-06
osd,xoc,lva,1.79E-08
pdr,chn,lva,0.001177781
wht,chn,lva,0.00033501
gro,chn,lva,0.000564439
osd,chn,lva,0.320091575
pdr,hkg,lva,1.75E-07
wht,hkg,lva,4.50E-06
gro,hkg,lva,2.33E-06
osd,hkg,lva,9.31E-08
pdr,jpn,lva,6.70E-07
wht,jpn,lva,5.47E-06
gro,jpn,lva,3.69E-06
osd,jpn,lva,9.21E-07
pdr,kor,lva,3.12E-07
wht,kor,lva,2.92E-06
gro,kor,lva,1.90E-06
osd,kor,lva,4.19E-06
pdr,mng,lva,1.64E-09
wht,mng,lva,2.36E-07
gro,mng,lva,1.07E-07
osd,mng,lva,1.01E-09
pdr,twn,lva,9.17E-08
wht,twn,lva,4.60E-06
gro,twn,lva,1.85E-05
osd,twn,lva,9.30E-06
pdr,xea,lva,1.80E-07
wht,xea,lva,5.99E-06
gro,xea,lva,3.00E-06
osd,xea,lva,9.68E-08
pdr,brn,lva,4.73E-09
wht,brn,lva,2.51E-08
gro,brn,lva,1.20E-08
osd,brn,lva,4.65E-09
pdr,khm,lva,0.000171176
wht,khm,lva,1.73E-06
gro,khm,lva,3.24E-05
osd,khm,lva,0.000118349
pdr,idn,lva,1.93E-05
wht,idn,lva,2.40E-05
gro,idn,lva,0.001529934
osd,idn,lva,0.000456066
pdr,lao,lva,1.00E-09
wht,lao,lva,1.48E-12
gro,lao,lva,2.40E-10
osd,lao,lva,7.11E-12
pdr,mys,lva,4.55E-07
wht,mys,lva,4.66E-06
gro,mys,lva,2.94E-06
osd,mys,lva,0.042240094
pdr,phl,lva,2.89E-06
wht,phl,lva,2.35E-07
gro,phl,lva,1.94E-06
osd,phl,lva,2.92E-06
pdr,sgp,lva,8.09E-08
wht,sgp,lva,4.30E-06
gro,sgp,lva,2.18E-06
osd,sgp,lva,3.09E-07
pdr,tha,lva,9.71E-07
wht,tha,lva,6.94E-06
gro,tha,lva,1.27E-05
osd,tha,lva,2.89E-06
pdr,vnm,lva,0.000354654
wht,vnm,lva,1.85E-05
gro,vnm,lva,0.000113082
osd,vnm,lva,0.000265738
pdr,xse,lva,0.00010758
wht,xse,lva,1.09E-06
gro,xse,lva,2.04E-05
osd,xse,lva,7.44E-05
pdr,afg,lva,1.07E-07
wht,afg,lva,0.000140183
gro,afg,lva,4.88E-05
osd,afg,lva,1.90E-07
pdr,bgd,lva,4.42E-15
wht,bgd,lva,3.67E-13
gro,bgd,lva,8.79E-13
osd,bgd,lva,2.03E-12
pdr,ind,lva,0.00174368
wht,ind,lva,0.001211487
gro,ind,lva,0.000636303
osd,ind,lva,0.578106701
pdr,npl,lva,3.63E-07
wht,npl,lva,3.32E-07
gro,npl,lva,4.78E-07
osd,npl,lva,1.40E-07
pdr,pak,lva,3.56E-08
wht,pak,lva,5.72E-07
gro,pak,lva,2.61E-07
osd,pak,lva,2.71E-07
pdr,lka,lva,8.35E-11
wht,lka,lva,9.65E-12
gro,lka,lva,3.80E-11
osd,lka,lva,1.51E-09
pdr,xsa,lva,8.82E-07
wht,xsa,lva,5.06E-06
gro,xsa,lva,1.59E-06
osd,xsa,lva,3.87E-06
pdr,can,lva,4.00E-07
wht,can,lva,8.18E-05
gro,can,lva,2.67E-05
osd,can,lva,0.007869515
pdr,usa,lva,2.58E-06
wht,usa,lva,0.000163007
gro,usa,lva,0.120774403
osd,usa,lva,1.00E-05
pdr,mex,lva,1.36E-08
wht,mex,lva,1.73E-06
gro,mex,lva,1.19E-05
osd,mex,lva,1.04E-07
pdr,xna,lva,3.15E-08
wht,xna,lva,2.83E-06
gro,xna,lva,1.96E-06
osd,xna,lva,5.52E-07
pdr,arg,lva,7.06E-08
wht,arg,lva,2.98E-06
gro,arg,lva,0.043139391
osd,arg,lva,0.282953262
pdr,bol,lva,7.19E-09
wht,bol,lva,8.73E-07
gro,bol,lva,3.07E-06
osd,bol,lva,1.07E-06
pdr,bra,lva,1.95E-06
wht,bra,lva,3.49E-06
gro,bra,lva,4.83E-05
osd,bra,lva,0.109582841
pdr,chl,lva,2.58E-08
wht,chl,lva,2.19E-06
gro,chl,lva,3.18E-06
osd,chl,lva,2.60E-08
pdr,col,lva,1.78E-11
wht,col,lva,1.25E-11
gro,col,lva,1.14E-10
osd,col,lva,6.84E-12
pdr,ecu,lva,2.13E-07
wht,ecu,lva,4.00E-06
gro,ecu,lva,9.10E-05
osd,ecu,lva,1.41E-06
pdr,pry,lva,5.98E-15
wht,pry,lva,1.63E-12
gro,pry,lva,5.49E-12
osd,pry,lva,1.06E-13
pdr,per,lva,6.36E-13
wht,per,lva,2.97E-11
gro,per,lva,0.048363999
osd,per,lva,0.025362
pdr,ury,lva,3.23E-08
wht,ury,lva,3.51E-06
gro,ury,lva,1.52E-06
osd,ury,lva,3.79E-07
pdr,ven,lva,4.37E-11
wht,ven,lva,1.42E-08
gro,ven,lva,2.66E-08
osd,ven,lva,1.52E-09
pdr,xsm,lva,4.12E-09
wht,xsm,lva,2.40E-07
gro,xsm,lva,1.07E-06
osd,xsm,lva,3.65E-08
pdr,cri,lva,5.95E-08
wht,cri,lva,1.18E-06
gro,cri,lva,6.72E-07
osd,cri,lva,3.39E-07
pdr,gtm,lva,1.25E-08
wht,gtm,lva,8.25E-07
gro,gtm,lva,5.23E-05
osd,gtm,lva,1.27E-05
pdr,hnd,lva,3.90E-07
wht,hnd,lva,4.25E-07
gro,hnd,lva,3.60E-05
osd,hnd,lva,5.37E-08
pdr,nic,lva,5.10E-08
wht,nic,lva,5.17E-08
gro,nic,lva,4.23E-06
osd,nic,lva,2.96E-08
pdr,pan,lva,1.38E-08
wht,pan,lva,2.59E-07
gro,pan,lva,9.74E-07
osd,pan,lva,2.90E-08
pdr,slv,lva,1.10E-09
wht,slv,lva,6.81E-08
gro,slv,lva,4.82E-06
osd,slv,lva,8.46E-08
pdr,xca,lva,2.17E-08
wht,xca,lva,1.43E-06
gro,xca,lva,9.09E-05
osd,xca,lva,2.20E-05
pdr,dom,lva,1.82E-09
wht,dom,lva,6.87E-08
gro,dom,lva,8.27E-08
osd,dom,lva,2.94E-07
pdr,hti,lva,2.50E-13
wht,hti,lva,3.13E-12
gro,hti,lva,2.10E-10
osd,hti,lva,5.43E-13
pdr,jam,lva,2.77E-13
wht,jam,lva,1.49E-11
gro,jam,lva,3.37E-10
osd,jam,lva,4.03E-11
pdr,pri,lva,1.84E-08
wht,pri,lva,1.87E-06
gro,pri,lva,0.000691866
osd,pri,lva,6.54E-08
pdr,tto,lva,2.49E-10
wht,tto,lva,3.36E-08
gro,tto,lva,2.94E-08
osd,tto,lva,2.12E-08
pdr,xcb,lva,5.71E-08
wht,xcb,lva,2.54E-06
gro,xcb,lva,2.71E-06
osd,xcb,lva,8.47E-06
pdr,aut,lva,6.40E-07
wht,aut,lva,5.49E-05
gro,aut,lva,0.261119336
osd,aut,lva,2.19E-06
pdr,bel,lva,6.04E-07
wht,bel,lva,7.13E-05
gro,bel,lva,0.018473854
osd,bel,lva,0.043170486
pdr,bgr,lva,1.45E-06
wht,bgr,lva,0.000292601
gro,bgr,lva,0.000346509
osd,bgr,lva,0.329626441
pdr,hrv,lva,1.74E-08
wht,hrv,lva,7.73E-06
gro,hrv,lva,9.45E-06
osd,hrv,lva,5.44E-06
pdr,cyp,lva,6.47E-08
wht,cyp,lva,6.41E-06
gro,cyp,lva,7.08E-05
osd,cyp,lva,2.84E-06
pdr,cze,lva,6.38E-07
wht,cze,lva,0.000828029
gro,cze,lva,0.435350955
osd,cze,lva,0.259934783
pdr,dnk,lva,1.08E-06
wht,dnk,lva,0.409170508
gro,dnk,lva,0.828172445
osd,dnk,lva,3.643143177
pdr,est,lva,3.27E-06
wht,est,lva,4.700525761
gro,est,lva,4.400607586
osd,est,lva,1.639017344
pdr,fin,lva,1.54E-06
wht,fin,lva,0.000511073
gro,fin,lva,0.000451341
osd,fin,lva,0.006560881
pdr,fra,lva,5.48E-07
wht,fra,lva,0.001646127
gro,fra,lva,0.59225893
osd,fra,lva,0.719320476
pdr,deu,lva,2.84E-06
wht,deu,lva,0.071419515
gro,deu,lva,1.058237791
osd,deu,lva,2.059880495
pdr,grc,lva,7.01E-07
wht,grc,lva,0.000261842
gro,grc,lva,5.58E-05
osd,grc,lva,0.00037726
pdr,hun,lva,2.85E-07
wht,hun,lva,0.000181033
gro,hun,lva,0.452496678
osd,hun,lva,0.992517769
pdr,irl,lva,1.56E-07
wht,irl,lva,4.49E-05
gro,irl,lva,1.73E-05
osd,irl,lva,4.66E-06
pdr,ita,lva,7.82E-06
wht,ita,lva,0.000663459
gro,ita,lva,0.001520211
osd,ita,lva,0.000408149
pdr,lva,lva,0.531257922
wht,lva,lva,13.7120084
gro,lva,lva,35.67385892
osd,lva,lva,10.66767006
pdr,ltu,lva,0.011447096
wht,ltu,lva,102.0351181
gro,ltu,lva,7.99058485
osd,ltu,lva,36.37794113
pdr,lux,lva,3.01E-07
wht,lux,lva,2.05E-05
gro,lux,lva,1.27E-05
osd,lux,lva,7.79E-07
pdr,mlt,lva,8.71E-09
wht,mlt,lva,4.10E-06
gro,mlt,lva,6.40E-07
osd,mlt,lva,2.39E-08
pdr,nld,lva,0.000873216
wht,nld,lva,0.00016977
gro,nld,lva,0.073147245
osd,nld,lva,0.272807777
pdr,pol,lva,5.81E-06
wht,pol,lva,1.280031562
gro,pol,lva,0.594746828
osd,pol,lva,0.943010807
pdr,prt,lva,2.08E-06
wht,prt,lva,3.04E-05
gro,prt,lva,4.83E-05
osd,prt,lva,0.000108298
pdr,rou,lva,3.55E-06
wht,rou,lva,0.00071627
gro,rou,lva,0.001880389
osd,rou,lva,3.54E-05
pdr,svk,lva,1.77E-07
wht,svk,lva,0.00072669
gro,svk,lva,0.012180641
osd,svk,lva,7.84E-06
pdr,svn,lva,1.81E-08
wht,svn,lva,3.82E-06
gro,svn,lva,4.49E-07
osd,svn,lva,1.31E-07
pdr,esp,lva,2.57E-06
wht,esp,lva,0.000222322
gro,esp,lva,0.000106154
osd,esp,lva,0.097582959
pdr,swe,lva,4.90E-06
wht,swe,lva,0.014726415
gro,swe,lva,0.029251611
osd,swe,lva,0.049159791
pdr,gbr,lva,2.65E-06
wht,gbr,lva,0.001345384
gro,gbr,lva,0.005016239
osd,gbr,lva,0.005146358
pdr,che,lva,7.96E-07
wht,che,lva,0.000927677
gro,che,lva,6.54E-05
osd,che,lva,5.68E-05
pdr,nor,lva,1.54E-06
wht,nor,lva,0.000169793
gro,nor,lva,0.000641356
osd,nor,lva,1.92E-05
pdr,xef,lva,1.53E-07
wht,xef,lva,3.08E-05
gro,xef,lva,1.28E-05
osd,xef,lva,2.93E-06
pdr,alb,lva,4.45E-08
wht,alb,lva,8.29E-05
gro,alb,lva,2.91E-05
osd,alb,lva,0.000185439
pdr,srb,lva,3.91E-08
wht,srb,lva,3.39E-05
gro,srb,lva,3.18E-05
osd,srb,lva,6.33E-07
pdr,blr,lva,8.34E-06
wht,blr,lva,0.000164511
gro,blr,lva,0.000120306
osd,blr,lva,6.15E-05
pdr,rus,lva,1.89E-05
wht,rus,lva,7.239439964
gro,rus,lva,19.33943367
osd,rus,lva,1.530923247
pdr,ukr,lva,5.96E-07
wht,ukr,lva,0.064705268
gro,ukr,lva,0.625069857
osd,ukr,lva,0.126500994
pdr,xee,lva,1.75E-07
wht,xee,lva,6.47E-05
gro,xee,lva,3.19E-05
osd,xee,lva,0.212035149
pdr,xer,lva,6.80E-08
wht,xer,lva,4.16E-05
gro,xer,lva,3.83E-05
osd,xer,lva,2.34E-06
pdr,kaz,lva,5.20E-07
wht,kaz,lva,0.000243963
gro,kaz,lva,9.99E-05
osd,kaz,lva,5.178042412
pdr,kgz,lva,3.37E-06
wht,kgz,lva,0.000117932
gro,kgz,lva,0.000906915
osd,kgz,lva,8.90E-07
pdr,tjk,lva,7.52E-07
wht,tjk,lva,0.000210477
gro,tjk,lva,9.63E-05
osd,tjk,lva,0.000124266
pdr,uzb,lva,5.78E-07
wht,uzb,lva,2.68E-05
gro,uzb,lva,5.32E-05
osd,uzb,lva,0.000123393
pdr,xsu,lva,1.10E-07
wht,xsu,lva,5.16E-05
gro,xsu,lva,2.11E-05
osd,xsu,lva,2.63E-07
pdr,arm,lva,3.38E-07
wht,arm,lva,4.62E-05
gro,arm,lva,0.000265653
osd,arm,lva,1.61E-05
pdr,aze,lva,1.51E-05
wht,aze,lva,0.000698037
gro,aze,lva,0.000372452
osd,aze,lva,2.68E-05
pdr,geo,lva,3.69E-07
wht,geo,lva,0.000150504
gro,geo,lva,0.00117753
osd,geo,lva,7.16E-07
pdr,bhr,lva,1.00E-05
wht,bhr,lva,6.82E-06
gro,bhr,lva,2.48E-05
osd,bhr,lva,1.51E-07
pdr,irn,lva,0.000203139
wht,irn,lva,0.00150742
gro,irn,lva,0.000449038
osd,irn,lva,5.45E-05
pdr,irq,lva,3.92E-15
wht,irq,lva,2.72E-16
gro,irq,lva,9.91E-16
osd,irq,lva,2.92E-17
pdr,isr,lva,3.69E-07
wht,isr,lva,2.17E-05
gro,isr,lva,3.19E-05
osd,isr,lva,4.07E-06
pdr,jor,lva,3.49E-09
wht,jor,lva,3.91E-07
gro,jor,lva,3.67E-06
osd,jor,lva,4.53E-07
pdr,kwt,lva,1.50E-14
wht,kwt,lva,7.97E-13
gro,kwt,lva,5.72E-13
osd,kwt,lva,2.07E-14
pdr,lbn,lva,7.04E-09
wht,lbn,lva,9.87E-07
gro,lbn,lva,2.99E-07
osd,lbn,lva,1.02E-06
pdr,omn,lva,2.02E-07
wht,omn,lva,1.76E-06
gro,omn,lva,1.19E-05
osd,omn,lva,2.44E-08
pdr,pse,lva,7.49E-09
wht,pse,lva,3.30E-06
gro,pse,lva,7.17E-07
osd,pse,lva,2.02E-05
pdr,qat,lva,4.67E-06
wht,qat,lva,2.99E-06
gro,qat,lva,6.38E-06
osd,qat,lva,5.82E-08
pdr,sau,lva,5.98E-08
wht,sau,lva,9.17E-05
gro,sau,lva,3.87E-05
osd,sau,lva,2.44E-07
pdr,tur,lva,1.55E-06
wht,tur,lva,0.000578774
gro,tur,lva,0.000160512
osd,tur,lva,0.000296458
pdr,are,lva,6.26E-08
wht,are,lva,4.95E-06
gro,are,lva,2.49E-06
osd,are,lva,7.71E-08
pdr,xws,lva,4.30E-18
wht,xws,lva,1.31E-14
gro,xws,lva,9.62E-16
osd,xws,lva,2.36E-15
pdr,dza,lva,3.42E-11
wht,dza,lva,7.42E-08
gro,dza,lva,3.21E-08
osd,dza,lva,4.25E-10
pdr,egy,lva,0.000110396
wht,egy,lva,0.000664945
gro,egy,lva,0.000167015
osd,egy,lva,0.000110209
pdr,mar,lva,1.73E-06
wht,mar,lva,0.000320224
gro,mar,lva,0.000112816
osd,mar,lva,7.74E-05
pdr,tun,lva,1.09E-09
wht,tun,lva,1.19E-07
gro,tun,lva,4.16E-07
osd,tun,lva,4.60E-09
pdr,xnf,lva,1.59E-09
wht,xnf,lva,7.14E-07
gro,xnf,lva,3.08E-07
osd,xnf,lva,5.32E-09
pdr,ben,lva,3.53E-09
wht,ben,lva,5.91E-09
gro,ben,lva,1.87E-06
osd,ben,lva,2.57E-07
pdr,bfa,lva,1.14E-06
wht,bfa,lva,1.51E-08
gro,bfa,lva,1.12E-05
osd,bfa,lva,2.50E-08
pdr,cmr,lva,5.62E-07
wht,cmr,lva,2.88E-07
gro,cmr,lva,0.000117503
osd,cmr,lva,3.48E-06
pdr,civ,lva,0.000390604
